A,B,O,bond_angle_a,bond_angle_c,cbm_diff,cbm_hse,cbm_k_pbe,cbm_pbe,gap_diff,gap_hse,gap_pbe,material,vbm_diff,vbm_hse,vbm_k_pbe,vbm_pbe
Sr,Ti,O,,,0.5954999999999995,5.7455,1.0,5.15,1.4950999999999994,3.2837,1.7886000000000002,SrTiO,-0.8996,2.4618,20.0,3.3614
Sr,Zr,O,,,0.7280000000000006,7.7102,1.0,6.9822,1.6181000000000014,4.906600000000001,3.2884999999999995,SrZrO,-0.8901000000000003,2.8036,20.0,3.6937
Y,Al,O,,,0.6751000000000005,9.2112,1.0,8.5361,1.6180000000000003,4.4221,2.8040999999999987,YAlO,-0.9428999999999998,4.7891,20.0,5.732
Y,Ga,O,,,0.6508000000000003,8.0525,1.0,7.4017,1.5663999999999998,4.2953,2.7289000000000003,YGaO,-0.9155999999999996,3.7572,20.0,4.6728
Y,In,O,,,0.5640999999999998,7.266,1.0,6.7019,1.418,2.7843,1.3662999999999998,YInO,-0.8539000000000003,4.4817,20.0,5.3356
Y,Tl,O,,,0.6551,5.4651,1.0,4.81,1.2891000000000004,0.6234999999999999,-0.6656000000000004,YTlO,-0.6340000000000003,4.8416,20.0,5.4756
Zn,Ge,O,,,0.7216999999999998,4.4127,1.0,3.691,1.7167,1.0182000000000002,-0.6984999999999997,ZnGeO,-0.995,3.3945,10.0,4.3895
Zn,Si,O,,,0.7669000000000006,6.4633,1.0,5.6964,1.8186000000000009,1.4834000000000005,-0.3352000000000004,ZnSiO,-1.0517000000000003,4.9799,10.0,6.0316
Zn,Sn,O,,,0.4777,3.1672,1.0,2.6895,1.3481000000000003,0.2732000000000001,-1.0749000000000004,ZnSnO,-0.8704000000000005,2.894,10.0,3.7644
Zn,Ti,O,,,0.5105000000000004,2.7141,1.0,2.2036,1.2328,0.6274000000000002,-0.6053999999999999,ZnTiO,-0.7222999999999997,2.0867,10.0,2.809
Ag,As,O,153.7158778008576,153.7158778008576,-0.7582000000000004,5.3412,1.0,6.0994,0.31879999999999953,0.31879999999999953,0.0,AgAsO,-1.077,5.0224,1.0,6.0994
Ag,Nb,O,153.87300784101592,153.87300784101592,0.3683000000000005,5.8654,41.0,5.4971,1.3301000000000007,3.0426,1.7124999999999997,AgNbO,-0.9618000000000002,2.8228,22.0,3.7846
Ag,P,O,113.82865582543889,113.82865582543889,0.4811999999999994,4.7272,1.0,4.246,1.6309999999999991,3.1321,1.5011000000000003,AgPO,-1.1498,1.5951,54.0,2.7449
Ag,Sb,O,151.21359515854041,151.21359515854041,-0.4042000000000003,6.2258,1.0,6.63,0.6898999999999997,0.6898999999999997,0.0,AgSbO,-1.0941,5.5359,1.0,6.63
Ag,V,O,159.44027735520882,159.44027735520882,0.2927999999999997,4.9729,15.0,4.6801,1.182,2.4313,1.2493000000000003,AgVO,-0.8892000000000002,2.5416,14.0,3.4308
Au,Nb,O,153.88543651407778,153.88543651407778,0.2522000000000002,5.3529,11.0,5.1007,0.9598000000000004,1.3845,0.4246999999999996,AuNbO,-0.7076000000000002,3.9684,23.0,4.676
Au,P,O,83.37380011117398,83.37380011117398,0.3360000000000003,4.7409,52.0,4.4049,1.2722000000000002,2.8751,1.6028999999999995,AuPO,-0.9362,1.8658,53.0,2.802
Au,V,O,159.8970054520192,159.8970054520192,0.2762000000000002,4.1261,41.0,3.8499,0.7862000000000005,1.2714000000000003,0.4851999999999999,AuVO,-0.5100000000000002,2.8547,17.0,3.3647
Ba,Hf,O,179.91212384895053,179.91212384895053,0.6796999999999995,6.5596,1.0,5.8799,1.6181999999999992,5.120799999999999,3.5026,BaHfO,-0.9385,1.4388,1.0,2.3773
Ba,Sn,O,177.67239832576894,177.67239832576894,0.6725000000000003,5.6355,1.0,4.963,1.7395,2.4802000000000004,0.7407000000000004,BaSnO,-1.0669999999999995,3.1553,1.0,4.2223
Ba,Ti,O,179.97581373781085,179.97581373781085,0.5282,5.3512,1.0,4.823,1.4394,3.1398000000000006,1.7004000000000006,BaTiO,-0.9112,2.2114,1.0,3.1226
Ba,Zr,O,175.1035324121356,175.1035324121356,0.6890999999999998,7.4554,1.0,6.7663,1.5887000000000002,4.7476,3.1589,BaZrO,-0.8996,2.7078,1.0,3.6074
Be,Ge,O,132.43470628852768,132.43470628852768,0.6767999999999992,8.4218,1.0,7.745,1.873499999999999,5.048499999999999,3.175,BeGeO,-1.1967000000000003,3.3733,1.0,4.57
Be,Si,O,135.97972740358523,135.97972740358523,0.801499999999999,13.058,1.0,12.2565,2.0234999999999985,8.0306,6.007100000000001,BeSiO,-1.2219999999999995,5.0274,1.0,6.2494
Bi,Al,O,161.5750500213669,161.5750500213669,0.3963000000000001,10.4499,10.0,10.0536,1.1500000000000004,4.0169,2.8669,BiAlO,-0.7537000000000003,6.433,16.0,7.1867
Bi,Ga,O,155.3577618410467,155.3577618410467,0.3947000000000003,9.2178,51.0,8.8231,1.0887000000000002,3.7522,2.6635,BiGaO,-0.6940000000000001,5.4656,52.0,6.1596
Bi,In,O,142.8831967386142,142.8831967386142,0.4911000000000012,9.0265,49.0,8.5354,1.1791000000000011,4.2499,3.0707999999999998,BiInO,-0.6879999999999997,4.7766,57.0,5.4646
Bi,Tl,O,135.3576182087904,135.3576182087904,0.3467999999999991,6.8538,2.0,6.5070000000000014,0.9827999999999985,2.5894999999999992,1.606700000000001,BiTlO,-0.6359999999999992,4.2643,19.0,4.9003
Ca,Hf,O,150.49547083463395,150.49547083463395,0.7445999999999993,7.2799,1.0,6.5353,1.7168999999999992,5.9327999999999985,4.2159,CaHfO,-0.9723,1.3471,1.0,2.3194
Ca,Si,O,169.90230652926147,169.90230652926147,0.7714999999999996,11.2437,1.0,10.4722,1.8759,6.0916000000000015,4.215700000000001,CaSiO,-1.1044,5.1521,1.0,6.2565
Ca,Sn,O,149.66070990773326,149.66070990773326,0.5729999999999995,7.2985,1.0,6.7255,1.6257,4.0823,2.4566,CaSnO,-1.0527000000000002,3.2162,9.0,4.2689
Ca,Ti,O,157.27155760464692,157.27155760464692,0.6334,6.2413,1.0,5.6079,1.5146000000000002,3.798,2.2834,CaTiO,-0.8812000000000002,2.4433,1.0,3.3245
Cd,Si,O,159.21741644871608,159.21741644871608,0.7370999999999981,8.783999999999999,1.0,8.0469,1.8921999999999979,4.468299999999998,2.5761000000000007,CdSiO,-1.1551,4.3157,1.0,5.4708
Cd,Sn,O,145.6256870440618,145.6256870440618,0.6092999999999993,5.3748,1.0,4.7655,1.6925999999999992,2.458,0.7654000000000005,CdSnO,-1.0833,2.9168,1.0,4.0001
Cd,Zr,O,145.75165906762172,145.75165906762172,0.6988999999999992,6.424,1.0,5.7251,1.6404999999999994,4.127,2.4865000000000004,CdZrO,-0.9416000000000002,2.297,12.0,3.2386
Cs,As,O,62.564624541997226,62.564624541997226,0.3606,2.1328,1.0,1.7722,1.5332,2.6519999999999997,1.1188,CsAsO,-1.1726,-0.5192,34.0,0.6534
Cs,Nb,O,149.63202485801,149.63202485801,0.4715000000000002,3.5819,1.0,3.1104,1.3992000000000002,2.9118,1.5125999999999995,CsNbO,-0.9277,0.6701,1.0,1.5978
Cs,P,O,126.35757179616057,126.35757179616057,0.5933000000000002,3.2606,1.0,2.6673,1.8482,5.2226,3.3744,CsPO,-1.2549,-1.962,1.0,-0.7071
Cs,Ta,O,150.32611319571757,150.32611319571757,0.5556999999999999,4.5619,1.0,4.0062,1.5330999999999997,3.8036,2.2705,CsTaO,-0.9774,0.7583,1.0,1.7357
Cs,V,O,168.03196480636848,168.03196480636848,0.4895000000000005,3.2785,54.0,2.789,1.4763000000000006,4.0052,2.5289,CsVO,-0.9868,-0.7267,1.0,0.2601
Cu,Nb,O,142.84097852902167,142.84097852902167,0.1820000000000004,4.9221,41.0,4.7401,0.9459999999999996,1.2911,0.3451000000000004,CuNbO,-0.7639999999999993,3.631,35.0,4.395
K,As,O,179.95346927312946,179.95346927312946,-1.1059999999999999,1.9536,2.0,3.0596,0.05079999999999996,-0.15259999999999985,-0.2033999999999998,KAsO,-1.1568,2.1062,1.0,3.263
K,Nb,O,179.95407167228763,179.95407167228763,0.3458000000000001,3.1479,1.0,2.8021,1.2886000000000004,2.7042,1.4155999999999995,KNbO,-0.9428,0.4437,1.0,1.3865
K,P,O,49.7988066324823,49.7988066324823,0.4816000000000002,4.7455,1.0,4.2639,1.7104,6.7874,5.077,KPO,-1.2288,-2.0419,36.0,-0.8131
K,Sb,O,173.06686615186837,173.06686615186837,-0.6069,3.3564,1.0,3.9633,0.5827,0.7205999999999997,0.1378999999999997,KSbO,-1.1896,2.6358,1.0,3.8254
K,V,O,132.16770506999293,132.16770506999293,0.4749999999999997,3.155,10.0,2.68,1.4155999999999995,3.5641,2.1485000000000003,KVO,-0.9406,-0.4091,1.0,0.5315
La,Al,O,168.28546851072383,168.28546851072383,0.6365999999999996,12.4885,1.0,11.8519,1.609,5.5575,3.9485,LaAlO,-0.9724000000000004,6.931,29.0,7.9034
La,Ga,O,158.71739790777946,158.71739790777946,0.9187999999999992,11.3296,1.0,10.4108,1.8511999999999984,5.577399999999999,3.7262,LaGaO,-0.9323999999999996,5.7522,29.0,6.6846
La,Tl,O,141.38728902257841,141.38728902257841,0.4146000000000001,7.3844,1.0,6.9698,1.1047000000000002,2.0799000000000003,0.9752,LaTlO,-0.6901000000000002,5.3045,1.0,5.9946
Li,Nb,O,138.66897210914348,138.66897210914348,0.44200000000000017,5.1384,6.0,4.6964,1.419,4.7608,3.3418,LiNbO,-0.977,0.3776,1.0,1.3546
Li,P,O,149.33776133739275,149.33776133739275,0.5082999999999984,10.4927,1.0,9.9844,1.812999999999998,5.394399999999999,3.581400000000001,LiPO,-1.3046999999999995,5.0983,1.0,6.403
Li,Sb,O,140.0354772034315,140.0354772034315,0.28520000000000056,6.7853,1.0,6.5001,1.491200000000001,3.5878000000000005,2.0966,LiSbO,-1.2060000000000004,3.1975,2.0,4.4035
Li,V,O,140.27973884407098,140.27973884407098,0.3421000000000003,4.4615,8.0,4.1194,1.2855000000000003,3.573,2.2875,LiVO,-0.9434,0.8885,1.0,1.8319
Mg,Si,O,150.6155643447843,150.6155643447843,0.7635000000000005,11.9627,1.0,11.1992,1.9549000000000003,7.5778,5.6229,MgSiO,-1.1913999999999998,4.3849,2.0,5.5763
Mg,Sn,O,138.75081775397214,138.75081775397214,0.5579999999999998,6.9798,1.0,6.4218,1.6538,3.8656,2.2118,MgSnO,-1.0958,3.1142,1.0,4.21
Mg,Ti,O,143.81233491143453,143.81233491143453,0.6048,6.1048,1.0,5.5,1.5227,3.8577,2.335,MgTiO,-0.9179,2.2471,1.0,3.165
Na,Nb,O,158.32838505315084,158.32838505315084,0.3653999999999997,3.6723,1.0,3.3069,1.335,3.29,1.955,NaNbO,-0.9696,0.3823,10.0,1.3519
Na,P,O,163.12652555285553,163.12652555285553,0.1365999999999996,7.9228,1.0,7.7862,1.4317000000000002,2.9337,1.5019999999999998,NaPO,-1.2951000000000006,4.9891,1.0,6.2842
Na,Sb,O,152.91677707033458,152.91677707033458,0.09729999999999972,5.4444,1.0,5.3471,1.3098999999999994,2.6054,1.2955000000000003,NaSbO,-1.2125999999999997,2.839,1.0,4.0516
Na,V,O,146.92464158969062,146.92464158969062,0.3496000000000001,3.9438,1.0,3.5942,1.2954,3.0991,1.8037,NaVO,-0.9458,0.8447,1.0,1.7905
Pb,Si,O,179.98424926768138,179.98424926768138,0.6187000000000005,10.9616,1.0,10.3429,1.3560000000000016,2.9194000000000013,1.5633999999999997,PbSiO,-0.7373000000000012,8.0422,7.0,8.7795
Pb,Ti,O,160.15157619922977,160.15157619922977,0.7046000000000001,7.7347,29.0,7.0301,1.4578000000000009,3.0692000000000004,1.6113999999999995,PbTiO,-0.7532000000000005,4.6655,10.0,5.4187
Rb,As,O,179.99438824453895,179.99438824453895,-1.1141,1.711,2.0,2.8251,0.046399999999999775,-0.14040000000000008,-0.18679999999999986,RbAsO,-1.1605,1.8514,1.0,3.0119
Rb,Nb,O,171.2044368151295,171.2044368151295,0.3746,3.8894,1.0,3.5148,1.3287,3.5276,2.1989,RbNbO,-0.9541,0.3618,1.0,1.3159
Rb,P,O,62.8453167121,62.8453167121,0.4818999999999996,4.2848,1.0,3.8029,1.67,6.5822,4.9122,RbPO,-1.1881000000000002,-2.2974,3.0,-1.1093
Rb,Ta,O,179.97979607431478,179.97979607431478,0.42500000000000027,4.2351,1.0,3.8101,1.4099000000000004,3.4062,1.9963,RbTaO,-0.9849,0.8289,1.0,1.8138
Rb,V,O,128.49280179809062,128.49280179809062,0.5183,2.9322,10.0,2.4139,1.4932000000000003,4.0095,2.5163,RbVO,-0.9749,-1.0773,1.0,-0.1024
Sc,Al,O,147.08048547901387,147.08048547901387,0.8467999999999982,10.1878,1.0,9.341,1.8173999999999984,5.778599999999999,3.9612000000000007,ScAlO,-0.9706,4.4092,1.0,5.3798
Sc,In,O,127.32900209863779,127.32900209863779,0.6697999999999995,7.4567,1.0,6.7869,1.6067,4.4314,2.8247,ScInO,-0.9369,3.0253,1.0,3.9622
Sc,Tl,O,119.95135864694176,119.95135864694176,0.36770000000000014,5.3756,1.0,5.0079,1.239,2.5134000000000003,1.2744000000000004,ScTlO,-0.8712999999999997,2.8622,1.0,3.7335
Sn,Ge,O,141.17819542960797,141.17819542960797,0.4345999999999997,7.0874,1.0,6.6528,1.0419999999999998,0.2915000000000001,-0.7504999999999997,SnGeO,-0.6074000000000002,6.7959,10.0,7.4033
Sn,Hf,O,156.30281280400146,156.30281280400146,0.7511000000000001,8.2082,10.0,7.4571,1.2691,3.2476,1.9784999999999997,SnHfO,-0.5179999999999998,4.9606,10.0,5.4786
Sn,Sn,O,155.55099820205058,155.55099820205058,0.5509000000000004,9.2551,1.0,8.7042,1.0520000000000005,2.3969000000000005,1.3449,SnSnO,-0.5011000000000001,6.8582,21.0,7.3593
Sn,Ti,O,147.91233826375878,147.91233826375878,0.7647999999999993,7.4956,1.0,6.7308,1.3266999999999989,2.1614999999999998,0.8348000000000004,SnTiO,-0.5618999999999996,5.3341,10.0,5.896
Sn,Zr,O,154.12267329198815,154.12267329198815,0.7048000000000005,9.4702,29.0,8.7654,1.1833000000000011,3.1261,1.9427999999999992,SnZrO,-0.4785000000000004,6.3441,10.0,6.8226
Sr,Ge,O,172.51476174158023,172.51476174158023,0.4006999999999996,5.5084,1.0,5.1077,1.5145,2.2469,0.7324000000000002,SrGeO,-1.1138000000000003,3.2615,1.0,4.3753
Sr,Si,O,179.99692108341182,179.99692108341182,0.6720999999999986,9.3006,1.0,8.6285,1.8232999999999988,4.7121,2.8888000000000007,SrSiO,-1.1512000000000002,4.5885,1.0,5.7397
Sr,Zr,O,157.71734351402566,157.71734351402566,0.7111000000000001,7.8713,1.0,7.1602,1.6480000000000006,5.3254,3.6774,SrZrO,-0.9369,2.5459,7.0,3.4828
Y,Ga,O,149.8386150802008,149.8386150802008,0.845600000000001,8.9077,1.0,8.0621,1.8247000000000009,5.9239999999999995,4.0993,YGaO,-0.9791000000000004,2.9837,1.0,3.9628
Y,In,O,135.59356347592242,135.59356347592242,0.6222999999999992,6.6854,1.0,6.0631,1.5716999999999983,4.259599999999999,2.6879000000000004,YInO,-0.9493999999999998,2.4258,6.0,3.3752
Y,Tl,O,128.69514662759192,128.69514662759192,0.2798000000000007,4.4663,1.0,4.1865,1.0824000000000007,2.3649000000000004,1.2824999999999998,YTlO,-0.8026,2.1014,1.0,2.904
Zn,Ge,O,143.6158908567099,143.6158908567099,0.6794000000000002,6.5511,1.0,5.8717,1.9181000000000008,3.7027,1.7845999999999993,ZnGeO,-1.2387000000000006,2.8484,1.0,4.0871
Zn,Ti,O,142.34827550816868,142.34827550816868,0.6397000000000004,5.6874,8.0,5.0477,1.5920000000000003,3.958,2.366,ZnTiO,-0.9523,1.7294,9.0,2.6817
Zn,Zr,O,137.85572737154752,137.85572737154752,0.7966000000000006,7.7156,1.0,6.919,1.8253000000000004,5.3761,3.5508,ZnZrO,-1.0286999999999995,2.3395,9.0,3.3682
